"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.cmonta9-hw2cs494.uic-cs-edu-pg0.wisc.cloudlab.us",,,,"User:","claudio"
"Cmdline:","dstat --output node1_dstat_lr_original.csv",,,,"Date:","27 Apr 2019 20:03:53 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
3.074,0.655,96.271,0,0,0,0,11321931,11265053,0,0,12277,34634
3.312,0.853,95.759,0.075,0,0,86016,11259055,11259827,0,0,9568,34625
3.533,0.702,95.765,0,0,0,0,10984913,10954900,0,0,9238,33613
1.254,0.652,98.093,0,0,0,0,3968496,4758169,0,0,4057,12566
0,0,100,0,0,0,4096,9120,74,0,0,184,81
0,0,100,0,0,0,0,8520,74,0,0,269,162
0,0,99.975,0.025,0,0,32768,8640,74,0,0,184,81
0,0,100,0,0,0,0,8220,74,0,0,221,75
0,0,100,0,0,0,0,7980,74,0,0,167,67
0,0,100,0,0,0,45056,8460,74,0,0,273,158
0,0,100,0,0,0,0,8460,74,0,0,182,81
0,0,100,0,0,0,0,7980,74,0,0,218,73
0,0,99.950,0.050,0,0,12288,7740,74,0,0,175,91
0.626,0.175,99.174,0.025,0,0,24576,10551,3412,0,0,1419,1026
0.450,0.175,99.375,0,0,0,0,12390,3920,0,0,1200,811
0.450,0.175,99.375,0,0,0,659456,13345,4436,0,0,1410,616
