"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.cmonta9-hw2cs494.uic-cs-edu-pg0.wisc.cloudlab.us",,,,"User:","claudio"
"Cmdline:","dstat --output node2_dstat_lr_original.csv",,,,"Date:","29 Apr 2019 15:59:43 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
3.517,0.703,95.780,0,0,0,12288,9265857,9244070,0,0,8834,28293
3.492,0.628,95.879,0,0,0,4096,9299841,9278455,0,0,8324,28412
3.732,0.701,95.567,0,0,0,0,9508192,9452061,0,0,8623,29002
3.322,0.654,96.024,0,0,0,0,9299888,9314330,0,0,8185,28283
3.390,0.703,95.907,0,0,0,0,8918566,8902029,0,0,7927,27279
3.532,0.777,95.691,0,0,0,0,8955883,8936210,0,0,7833,27159
3.144,0.830,96.026,0,0,0,12288,9024378,9004221,0,0,8118,27546
3.854,0.701,95.445,0,0,0,4096,9125344,9107161,0,0,9291,27959
3.464,0.753,95.783,0,0,0,0,9266151,9244847,0,0,8283,28342
3.563,0.703,95.734,0,0,0,0,9504214,9485768,0,0,8319,28875
3.709,0.702,95.589,0,0,0,0,9504901,9484585,0,0,8557,29227
3.319,0.805,95.876,0,0,0,0,9608601,9555858,0,0,8659,29209
3.613,0.702,95.660,0.025,0,0,12288,9472156,9484520,0,0,8655,28876
3.589,0.678,95.733,0,0,0,4096,9470692,9451341,0,0,8374,28838
3.369,0.779,95.852,0,0,0,0,9403956,9382612,0,0,8484,28737
3.442,0.754,95.804,0,0,0,0,9677853,9625279,0,0,8870,29503
3.444,0.679,95.877,0,0,0,0,9403048,9415009,0,0,8375,28667
3.466,0.703,95.831,0,0,0,0,9504100,9453025,0,0,8318,28881
3.385,0.928,95.687,0,0,0,28672,9334122,9346657,0,0,8205,28413
3.295,0.704,96.001,0,0,0,12288,9332805,9279663,0,0,8298,28339
3.366,0.779,95.855,0,0,0,0,9369740,9347094,0,0,8273,28431
3.342,0.729,95.930,0,0,0,0,9300093,9311482,0,0,7980,28370
3.564,0.653,95.783,0,0,0,0,9365875,9346675,0,0,8216,28595
3.441,0.754,95.805,0,0,0,0,9330679,9313658,0,0,8227,28351
3.603,0.826,95.572,0,0,0,12288,8952977,8935462,0,0,7858,27237
3.557,0.777,95.666,0,0,0,4096,8987518,8968872,0,0,7902,27248
2.999,0.781,96.220,0,0,0,0,8988077,8936901,0,0,8364,27457
3.534,0.777,95.689,0,0,0,0,9642796,9621633,0,0,8422,29298
3.517,0.628,95.855,0,0,0,0,9986970,9968442,0,0,8697,30370
3.706,0.801,95.493,0,0,0,0,9678098,9691400,0,0,8899,29475
3.415,0.829,95.757,0,0,0,12288,9608913,9589142,0,0,8965,29442
3.969,0.874,95.157,0,0,0,4096,9608709,9589603,0,0,8916,29261
3.441,0.728,95.830,0,0,0,0,9399389,9370894,0,0,8406,28469
3.399,0.579,96.022,0,0,0,0,9470750,9427908,0,0,8449,28917
3.636,0.727,95.637,0,0,0,0,9402970,9381151,0,0,8299,28760
4.013,0.847,95.140,0,0,0,0,8850227,8864238,0,0,8032,27006
3.161,1.079,95.760,0,0,0,12288,7513816,8318576,0,0,7350,23268
0.025,0,99.975,0,0,0,4096,8161,290,0,0,182,119
0,0,100,0,0,0,0,8461,356,0,0,265,184
0.025,0,99.975,0,0,0,0,7980,74,0,0,176,76
0.025,0,99.975,0,0,0,0,8100,74,0,0,211,71
0.025,0,99.975,0,0,0,0,8700,74,0,0,183,74
0,0,100,0,0,0,12288,8640,74,0,0,272,177
0.025,0,99.975,0,0,0,4096,8580,74,0,0,184,81
0.025,0,99.975,0,0,0,0,8400,74,0,0,222,82
0.025,0.025,99.950,0,0,0,0,7080,74,0,0,160,70
0.125,0.050,99.825,0,0,0,0,7140,304,0,0,288,195
0.852,0.201,98.947,0,0,0,45056,13033,5355,0,0,1927,1269
0.250,0.200,99.550,0,0,0,0,8312,2203,0,0,863,506
0.325,0.150,99.525,0,0,0,589824,12385,3760,0,0,988,418
