"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.cmonta9-hw2cs494.uic-cs-edu-pg0.wisc.cloudlab.us",,,,"User:","claudio"
"Cmdline:","dstat --output node0_dstat_lr_original.csv",,,,"Date:","29 Apr 2019 15:59:42 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
8.378,2.430,89.193,0,0,0,0,27671307,27717764,0,0,21123,97670
8.735,2.535,88.730,0,0,0,0,27189325,27200478,0,0,22725,95282
8.761,2.753,88.486,0,0,0,0,26641600,26633001,0,0,21071,93353
8.228,2.329,89.443,0,0,0,0,27435266,27455656,0,0,21132,94973
8.144,2.554,89.302,0,0,0,12288,26750454,26772276,0,0,21999,95876
8.572,1.877,89.551,0,0,0,4096,27299714,27354942,0,0,22260,97774
7.708,2.518,89.774,0,0,0,0,27264150,27321840,0,0,21335,95690
8.276,2.329,89.395,0,0,0,0,27781100,27771975,0,0,21612,94238
8.451,2.176,89.372,0,0,0,0,27500385,27561294,0,0,20958,95048
8.203,2.304,89.494,0,0,0,0,27362385,27322463,0,0,21356,96072
8.948,2.048,89.004,0,0,0,12288,27640882,27702565,0,0,22786,97265
8.550,2.497,88.953,0,0,0,4096,28225847,28218551,0,0,21876,96574
8.323,2.547,89.130,0,0,0,0,27846040,27938780,0,0,21606,95501
8.096,2.183,89.721,0,0,0,0,27947913,27910040,0,0,21327,95907
8.472,2.327,89.201,0,0,0,0,27540653,27631181,0,0,20975,96044
8.864,2.096,89.040,0,0,0,0,27535554,27529013,0,0,21127,95891
8.806,1.968,89.225,0,0,0,12288,26816262,26811208,0,0,20651,93999
8.089,2.528,89.383,0,0,0,4096,27193778,27216000,0,0,22056,95801
8.840,2.411,88.749,0,0,0,0,27019793,27081198,0,0,21252,94055
8.639,2.425,88.937,0,0,0,0,28258347,28286226,0,0,21567,98588
8.392,2.503,89.105,0,0,0,0,28085457,28098352,0,0,21630,97897
8.972,2.142,88.886,0,0,0,0,27917627,27957985,0,0,21812,99692
8.033,2.389,89.578,0,0,0,12288,27847316,27874286,0,0,21638,97070
8.942,2.317,88.741,0,0,0,8192,27813678,27870989,0,0,22606,96052
8.493,2.326,89.181,0,0,0,0,28122116,28116170,0,0,21731,96080
8.721,2.174,89.105,0,0,0,0,28601504,28596526,0,0,21958,98602
8.974,2.539,88.487,0,0,0,0,28124291,28215879,0,0,22008,98740
8.852,2.251,88.897,0,0,0,0,28193372,28183879,0,0,21893,99963
8.272,2.429,89.299,0,0,0,24576,27433269,27459995,0,0,21992,98065
8.346,2.131,89.523,0,0,0,12288,27432273,27460043,0,0,21131,98259
8.607,2.221,89.172,0,0,0,0,27258053,27256676,0,0,21174,95378
8.323,2.403,89.274,0,0,0,0,27880735,27939692,0,0,21370,95950
8.832,2.365,88.802,0,0,0,0,27640015,27701610,0,0,21558,95632
8.604,2.465,88.931,0,0,0,0,27740173,27735449,0,0,21280,96400
8.823,2.420,88.757,0,0,0,12288,27674172,27687186,0,0,21395,97638
8.709,2.127,89.165,0,0,0,4096,27844891,27890633,0,0,21550,98155
8.278,2.235,89.487,0,0,0,0,27946882,27972556,0,0,21221,98817
8.967,2.418,88.615,0,0,0,0,28706131,28734747,0,0,22127,101715
8.791,2.128,89.080,0,0,0,0,28017584,28010193,0,0,21538,98275
8.690,2.128,89.182,0,0,0,0,27881760,27906708,0,0,22579,98154
6.739,2.635,90.626,0,0,0,12288,27814626,27906638,0,0,21342,76210
3.480,1.261,95.260,0,0,0,413696,27983793,27942919,0,0,18483,49835
3.556,1.261,95.183,0,0,0,0,27878746,27939152,0,0,18041,49280
3.515,1.088,95.397,0,0,0,0,28427410,28425004,0,0,18601,50119
3.454,1.185,95.361,0,0,0,0,27566141,27595746,0,0,17706,48810
3.797,1.081,95.122,0,0,0,0,27740997,27834505,0,0,17931,49385
2.830,0.927,96.243,0,0,0,40960,19545316,17898902,0,0,11921,32369
0.727,0.201,99.073,0,0,0,0,5351346,4511279,0,0,3274,8253
0,0,100,0,0,0,0,7782,162,0,0,159,50
0,0,100,0,0,0,0,8082,162,0,0,208,141
0,0,100,0,0,0,0,8442,162,0,0,211,57
0,0,100,0,0,0,40960,8442,162,0,0,189,69
0,0,100,0,0,0,0,9222,162,0,0,226,65
0,0,100,0,0,0,0,9102,162,0,0,218,129
0,0,100,0,0,0,0,8142,162,0,0,206,46
0,0,100,0,0,0,0,7482,162,0,0,157,52
0,0,100,0,0,0,4096,6846,294,0,0,196,68
0.601,0.325,99.074,0,0,0,12288,16404,8792,0,0,1716,1114
