"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.cmonta9-hw2cs494.uic-cs-edu-pg0.wisc.cloudlab.us",,,,"User:","claudio"
"Cmdline:","dstat --output node1_dstat_lr_original.csv",,,,"Date:","29 Apr 2019 15:59:42 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
3.713,0.577,95.710,0,0,0,0,9299497,9280114,0,0,8871,28325
3.247,0.680,96.073,0,0,0,0,9298218,9280134,0,0,8896,28380
3.506,0.851,95.642,0,0,0,12288,8989786,8969518,0,0,8204,27507
3.557,0.827,95.616,0,0,0,0,8885999,8833504,0,0,7847,27140
3.460,0.777,95.763,0,0,0,49152,8784109,8797739,0,0,7465,26814
3.166,0.829,96.005,0,0,0,0,8853385,8833917,0,0,7544,26919
3.432,0.977,95.591,0,0,0,0,9332385,9314470,0,0,8142,28529
3.441,0.703,95.855,0,0,0,0,9269877,9252746,0,0,8275,28459
3.419,0.704,95.877,0,0,0,12288,9300377,9277847,0,0,8497,28343
3.392,0.653,95.955,0,0,0,0,9024987,9004154,0,0,7895,27505
3.678,0.751,95.572,0,0,0,0,8958273,8903610,0,0,7910,27401
3.507,0.852,95.641,0,0,0,0,8924357,8935490,0,0,8071,27332
3.380,0.951,95.669,0,0,0,0,8852642,8798618,0,0,7722,26984
3.875,0.700,95.425,0,0,0,0,9130037,9141541,0,0,8081,27779
3.293,0.754,95.953,0,0,0,12288,9195396,9175203,0,0,8283,28028
3.678,0.851,95.472,0,0,0,192512,9403611,9382574,0,0,8514,28771
3.363,0.903,95.734,0,0,0,0,9404641,9381287,0,0,8349,28866
3.434,0.877,95.689,0,0,0,0,9367108,9315166,0,0,8154,28732
3.023,0.781,96.196,0,0,0,0,9060095,9072573,0,0,8059,27477
3.954,1.020,95.026,0,0,0,0,8853773,8833619,0,0,7873,27213
3.602,0.850,95.548,0,0,0,12288,8886600,8834463,0,0,7656,27278
3.358,0.877,95.764,0,0,0,0,8783897,8797728,0,0,7595,26692
3.685,0.702,95.613,0,0,0,0,9401355,9381611,0,0,8624,28800
3.632,0.802,95.566,0,0,0,0,9333896,9314419,0,0,8231,28649
3.123,0.680,96.196,0,0,0,0,9057887,9006665,0,0,7895,27631
3.358,0.877,95.764,0,0,0,0,8819463,8832736,0,0,7887,26998
3.597,0.949,95.453,0,0,0,12288,8920124,8869055,0,0,7970,27173
3.561,0.677,95.762,0,0,0,0,8992811,9003395,0,0,7881,27647
3.683,0.727,95.590,0,0,0,0,9471555,9451063,0,0,8563,28670
3.440,0.803,95.757,0,0,0,0,9472130,9418430,0,0,8716,28875
3.240,0.904,95.856,0,0,0,0,9439310,9450821,0,0,8475,29040
3.585,0.752,95.663,0,0,0,0,9436639,9417589,0,0,8584,28773
3.557,0.827,95.616,0,0,0,28672,9293888,9246394,0,0,8324,28167
3.266,0.804,95.931,0,0,0,0,8891987,8900223,0,0,7863,27152
3.438,0.703,95.859,0,0,0,0,8955617,8934029,0,0,7887,27284
3.536,0.677,95.787,0,0,0,4096,8919446,8902117,0,0,7907,27345
3.529,0.876,95.594,0,0,0,0,9125031,9075294,0,0,8138,27674
3.635,0.677,95.688,0,0,0,0,9228583,9243930,0,0,8127,28048
3.488,0.753,95.759,0,0,0,12288,9400775,9350799,0,0,8229,28609
3.708,0.677,95.615,0,0,0,0,9334458,9348326,0,0,8301,28552
4.022,0.699,95.279,0,0,0,8192,9333001,9280196,0,0,8824,28345
3.893,0.824,95.283,0,0,0,0,9092826,9105769,0,0,8048,27816
3.506,0.751,95.743,0,0,0,0,8921239,8901792,0,0,7820,27255
3.502,0.975,95.523,0,0,0,0,8885997,8834558,0,0,7962,27231
3.511,0.752,95.737,0,0,0,12288,9024313,9038347,0,0,8133,27640
3.075,0.731,96.194,0,0,0,0,9160396,9141090,0,0,8068,28037
3.337,0.928,95.735,0,0,0,0,9401349,9383126,0,0,8140,28782
3.345,0.679,95.976,0,0,0,0,9262217,9209405,0,0,8454,28422
3.415,0.804,95.781,0,0,0,0,9466220,9482630,0,0,8401,29050
3.388,0.803,95.809,0,0,0,0,9228833,9210384,0,0,8108,28257
2.962,0.904,96.135,0,0,0,12288,7204212,7992033,0,0,7344,22562
0,0,100,0,0,0,0,7800,74,0,0,254,183
0,0.025,99.975,0,0,0,0,7740,74,0,0,167,71
0.025,0.025,99.950,0,0,0,0,8520,74,0,0,247,113
0.025,0,99.975,0,0,0,0,8280,74,0,0,183,87
0,0.025,99.975,0,0,0,0,8640,74,0,0,265,165
0,0,100,0,0,0,12288,8760,74,0,0,191,90
0.025,0.025,99.950,0,0,0,0,8340,74,0,0,219,76
0,0.025,99.975,0,0,0,0,7140,178,0,0,177,102
0,0,100,0,0,0,0,6900,74,0,0,248,166
0.651,0.300,99.049,0,0,0,0,12859,4896,0,0,1395,685
0.551,0.376,99.073,0,0,0,638976,14415,6400,0,0,2077,1391
