"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-3.cmonta9-hw2cs494.uic-cs-edu-pg0.wisc.cloudlab.us",,,,"User:","claudio"
"Cmdline:","dstat --output node3_dstat_lr_original.csv",,,,"Date:","29 Apr 2019 15:59:44 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
3.437,0.828,95.735,0,0,0,4096,9539978,9487009,0,0,8401,29026
3.509,0.877,95.614,0,0,0,0,9436600,9449541,0,0,8348,28933
3.343,0.729,95.929,0,0,0,0,9505090,9452928,0,0,8274,28857
3.654,0.851,95.495,0,0,0,12288,9435980,9448026,0,0,8530,29122
3.223,0.705,96.072,0,0,0,0,9573082,9554630,0,0,8605,29232
3.467,0.603,95.930,0,0,0,0,9403010,9382953,0,0,7886,28665
3.630,0.826,95.544,0,0,0,0,9298427,9279585,0,0,8021,28541
3.563,0.652,95.784,0,0,0,0,9298118,9279399,0,0,8079,28449
3.590,0.653,95.757,0,0,0,0,9504585,9453492,0,0,8523,29028
3.756,0.726,95.518,0,0,0,12288,9367288,9347579,0,0,8203,28738
3.494,0.553,95.953,0,0,0,8192,9368316,9381903,0,0,8125,28752
3.780,0.726,95.494,0,0,0,0,9366892,9347262,0,0,8450,28836
3.681,0.776,95.542,0,0,0,0,9367658,9314363,0,0,8028,28741
3.316,0.779,95.906,0,0,0,0,9502978,9484427,0,0,8030,29152
1.605,0.777,97.618,0,0,0,0,4003302,4829497,0,0,4485,12718
0,0,100,0,0,0,12288,8461,290,0,0,263,180
0,0,100,0,0,0,0,7620,74,0,0,165,71
0,0,100,0,0,0,0,7680,74,0,0,206,79
0,0,100,0,0,0,0,8340,74,0,0,175,72
0,0,100,0,0,0,0,8880,74,0,0,267,164
0,0,100,0,0,0,0,9060,74,0,0,213,87
0,0.050,99.950,0,0,0,12288,8460,74,0,0,237,101
0,0,100,0,0,0,0,7800,74,0,0,169,74
0,0,100,0,0,0,0,7080,74,0,0,240,164
0.624,0.624,98.752,0,0,0,24576,9179,3292,0,0,1616,934
0.476,0.275,99.249,0,0,0,0,11758,4438,0,0,1375,890
0,0,100,0,0,0,561152,7200,0,0,0,233,35
0.400,0.150,99.450,0,0,0,0,12445,3760,0,0,996,606
